#{"t_start": 1611321499.4353979, "env_id": "Reacher-v2"}
r,l,t
-6.378745,50,451.937217
-8.962512,50,451.990655
-5.914905,50,452.044771
-8.782161,50,452.098945
-4.880659,50,452.153376
-10.695327,50,452.207491
-7.585535,50,453.787858
-7.078921,50,453.843338
-6.882073,50,453.897181
-7.083402,50,453.951277
-6.212768,50,454.00526
-7.282817,50,454.059717
-4.259127,50,454.11458
-5.45436,50,454.168689
-5.320193,50,454.222664
-8.582605,50,454.277048
-2.451134,50,454.330734
-9.081775,50,454.384598
-4.563142,50,454.440875
-6.295654,50,454.49507
-5.843884,50,454.549433
-6.309712,50,454.603358
-4.731929,50,454.658189
-2.634808,50,454.712926
-5.669555,50,454.766946
-7.557369,50,454.820676
-6.125155,50,454.875191
-2.706077,50,454.928568
-5.439764,50,454.982603
-6.078068,50,455.036176
-2.052715,50,455.089959
-8.912639,50,455.14443
-6.985426,50,455.198167
-5.897301,50,455.25279
-2.181377,50,455.306417
-11.503351,50,455.361369
-7.97433,50,455.415648
-2.233432,50,455.470055
-6.789224,50,455.523814
-8.798556,50,455.578285
-8.014107,50,455.632036
-7.907158,50,455.686736
-6.740159,50,455.74102
-7.962836,50,455.79616
-6.930041,50,455.850387
-4.492194,50,455.90417
-5.082818,50,455.958363
-6.247575,50,457.537192
-7.27114,50,457.592789
-7.431533,50,457.64691
-5.496032,50,457.701442
-5.724036,50,457.755802
-6.583387,50,457.809228
-1.489486,50,457.862906
-4.514676,50,457.916971
-5.589388,50,457.970757
-5.565704,50,458.024532
-5.287484,50,458.079162
-5.142608,50,458.133216
-8.375053,50,458.187803
-8.127559,50,458.241981
-6.090082,50,458.295721
-7.864212,50,458.349293
-6.623826,50,458.402988
-6.789294,50,458.458675
-9.122659,50,458.512679
-6.866677,50,458.566451
-4.280169,50,458.627913
-2.36077,50,458.683384
-5.539519,50,458.736847
-6.005462,50,458.790644
-5.006191,50,458.844635
-6.292632,50,458.898961
-7.659952,50,458.953177
-7.667546,50,459.006536
-4.932221,50,459.061119
-6.081878,50,459.115082
-8.753374,50,459.168367
-4.406683,50,459.222134
-5.52722,50,459.276039
-7.634075,50,459.32995
-5.931141,50,459.383543
-2.861374,50,459.437694
-11.479723,50,459.492118
-3.926485,50,459.545988
-5.565498,50,459.600392
-9.288746,50,459.654547
-8.124997,50,459.709132
-9.895024,50,461.291155
-5.036127,50,461.345783
-2.381936,50,461.400331
-6.590106,50,461.455134
-5.697613,50,461.50939
-4.47554,50,461.562932
-5.713701,50,461.618344
-6.105842,50,461.672836
-6.63938,50,461.726279
-8.368936,50,461.780328
-3.370456,50,461.835117
-4.05731,50,461.888546
-2.804409,50,461.942204
-6.17783,50,461.995579
-3.550861,50,462.049658
-4.349935,50,462.103661
-6.892578,50,462.157643
-6.684099,50,462.211473
-4.655243,50,462.265498
-5.772879,50,462.319355
-6.833821,50,462.373453
-7.114022,50,462.427357
-6.375387,50,462.481816
-4.323475,50,462.535814
-5.166778,50,462.589912
-5.904135,50,462.644298
-6.305336,50,462.699231
-5.135337,50,462.752947
-4.907923,50,462.806804
-6.3383,50,462.860774
-5.568771,50,462.914402
-7.694534,50,462.968368
-10.369636,50,463.022231
-7.82744,50,463.076696
-6.15829,50,463.130972
-5.28502,50,463.185075
-2.676742,50,463.238797
-3.096683,50,463.293029
-6.524541,50,463.347535
-3.438698,50,463.400921
-5.121452,50,463.455629
-3.69998,50,465.031635
-4.541726,50,465.084845
-7.174633,50,465.138738
-6.468644,50,465.191708
-5.299662,50,465.245271
-6.63289,50,465.298946
-5.984578,50,465.351882
-6.266742,50,465.405024
-3.683455,50,465.458344
-13.30567,50,465.511451
-5.051746,50,465.565378
-7.577716,50,465.618765
-10.293508,50,465.672565
-4.971376,50,465.727114
-4.705531,50,465.780774
-3.448533,50,465.834567
-7.385974,50,465.888002
-9.241671,50,465.941082
-8.441098,50,465.994317
-10.844371,50,466.047801
-3.932543,50,466.100947
-3.958211,50,466.15495
-5.437306,50,466.208885
-5.998469,50,466.262843
-5.007128,50,466.31647
-6.55776,50,466.37024
-5.929727,50,466.423563
-3.424573,50,466.477275
-7.18996,50,466.530709
-3.580723,50,466.584593
-5.211203,50,466.638194
-5.715794,50,466.69238
-7.899225,50,466.746438
-6.684716,50,466.799678
-6.395997,50,466.853164
-8.845581,50,466.906252
-6.324634,50,466.959716
-4.797325,50,467.01298
-5.157164,50,467.066495
-5.275104,50,467.120174
-5.347883,50,467.173835
-5.404391,50,468.747024
-9.38885,50,468.801064
-3.280598,50,468.854551
-6.17778,50,468.907359
-6.209319,50,468.960553
-9.139683,50,469.013577
-6.289271,50,469.067084
-5.833219,50,469.120567
-4.926455,50,469.173912
-5.579981,50,469.227583
-7.721468,50,469.281406
-3.749576,50,469.335171
-2.806179,50,469.388077
-11.73593,50,469.441451
-5.514193,50,469.495475
-4.860411,50,469.548949
-2.422696,50,469.602155
-9.396166,50,469.655892
-4.295497,50,469.709969
-6.533105,50,469.763561
-7.057271,50,469.816795
-1.657907,50,469.870516
-6.442313,50,469.92392
-5.263681,50,469.977147
-4.877361,50,470.030759
-6.573068,50,470.084258
-2.125733,50,470.13777
-6.043201,50,470.191592
-4.187774,50,470.24494
-9.0443,50,470.2985
-9.486583,50,470.352445
-2.280209,50,470.405951
-4.523315,50,470.459431
-2.449129,50,470.513134
-6.410539,50,470.567026
-6.130167,50,470.620452
-15.623219,50,470.675033
-5.751141,50,470.729609
-6.256922,50,470.782857
-8.567911,50,470.836805
-9.058737,50,470.889951
-4.041783,50,472.463311
-5.838781,50,472.517063
-9.435822,50,472.57068
-8.291596,50,472.624
-4.677891,50,472.677477
-4.374207,50,472.731622
-7.273637,50,472.784856
-6.004647,50,472.838371
-3.939077,50,472.89165
-1.513406,50,472.945231
-5.272956,50,472.998363
-3.980981,50,473.052
-6.244126,50,473.105849
-5.474869,50,473.159266
-6.05123,50,473.212906
-11.81722,50,473.266535
-8.208856,50,473.319834
-5.560364,50,473.373353
-3.533328,50,473.426483
-6.319978,50,473.480239
-4.391798,50,473.533571
-6.120623,50,473.586791
-8.512986,50,473.640514
-5.038969,50,473.693698
-8.863556,50,473.748218
-8.204603,50,473.801128
-8.155028,50,473.854626
-5.653614,50,473.907929
-5.219893,50,473.961343
-3.094729,50,474.014601
-4.343297,50,474.067881
-5.704095,50,474.121189
-2.308466,50,474.174562
-8.60948,50,474.228026
-6.620564,50,474.281754
-5.025505,50,474.335062
-6.824993,50,474.388372
-4.763482,50,474.441797
-4.833278,50,474.496438
-5.169895,50,474.550414
-3.781788,50,474.604146
-1.881017,50,476.175936
-5.879294,50,476.230286
-8.841284,50,476.284487
-6.667503,50,476.337899
-6.556338,50,476.391586
-6.08882,50,476.445125
-6.44063,50,476.498747
-12.200256,50,476.552901
-10.61191,50,476.606592
-1.720304,50,476.660558
-7.666465,50,476.714639
-6.104888,50,476.769939
-2.060736,50,476.823394
-8.073417,50,476.877257
-4.546982,50,476.931058
-5.266228,50,476.985172
-6.090844,50,477.039174
-4.746526,50,477.092519
-5.805536,50,477.147868
-6.279808,50,477.201692
-3.689182,50,477.256052
-5.284156,50,477.309678
-5.423225,50,477.364122
-6.368346,50,477.417916
-9.293629,50,477.472831
-5.029472,50,477.526568
-5.418073,50,477.580718
-2.516023,50,477.634539
-6.181858,50,477.688115
-9.622348,50,477.742537
-2.110114,50,477.796156
-1.755905,50,477.849853
-5.910429,50,477.903762
-5.048216,50,477.957485
-4.811064,50,478.011258
-6.506985,50,478.065105
-6.195355,50,478.118984
-5.991463,50,478.172521
-5.679075,50,478.226305
-4.022308,50,478.280955
-4.886986,50,478.334397
-6.606165,50,479.995242
-7.039099,50,480.162585
-7.860907,50,480.3324
-5.616291,50,480.497015
-11.267005,50,480.662444
-9.879495,50,480.828556
-4.870663,50,480.991415
-12.231492,50,481.155783
-4.999569,50,481.322245
-6.901496,50,481.489185
-9.008372,50,481.657117
-7.280957,50,481.81916
-10.688965,50,481.983019
-4.011686,50,482.149917
-5.786471,50,482.313459
-7.395164,50,482.476405
-6.507884,50,482.641667
-5.605227,50,482.816513
-5.719013,50,482.984718
-6.135929,50,483.151894
-6.245857,50,483.325579
-6.611866,50,483.598609
-7.438201,50,484.195287
-10.710874,50,484.802139
-6.241014,50,485.407957
-3.806579,50,486.011571
-3.059345,50,486.613452
-6.373791,50,487.215365
-6.641336,50,487.816426
-5.446826,50,488.419081
-5.887375,50,489.01778
-4.057141,50,489.626387
-7.866189,50,490.228177
-5.979262,50,490.827699
-4.279999,50,491.425841
-1.687733,50,492.024959
-8.277319,50,492.62832
-3.613446,50,493.227506
-6.610329,50,493.8275
-2.537073,50,494.428893
-4.513712,50,495.028103
-5.585927,50,496.708889
-4.426941,50,496.762727
-5.886898,50,496.816402
-5.840296,50,496.872005
-4.292854,50,496.925738
-10.725432,50,496.979931
-5.680726,50,497.034141
-5.419181,50,497.088445
-6.605965,50,497.142509
-7.535595,50,497.196499
-6.845875,50,497.250535
-6.357037,50,497.304314
-6.285059,50,497.358293
-3.886684,50,497.412539
-3.241903,50,497.466896
-5.507944,50,497.52071
-4.277833,50,497.57473
-4.949174,50,497.629925
-6.256405,50,497.683971
-11.149089,50,497.737727
-6.252125,50,497.79171
-5.324394,50,497.847221
-5.784645,50,497.901504
-5.599921,50,497.955094
-5.56917,50,498.008702
-3.327866,50,498.0625
-4.707056,50,498.116341
-1.950451,50,498.169923
-2.755195,50,498.224369
-8.267727,50,498.278754
-6.194013,50,498.33244
-2.421018,50,498.386239
-6.125681,50,498.440104
-4.468569,50,498.493816
-3.210051,50,498.547961
-5.609953,50,498.602237
-6.935428,50,498.656394
-5.272162,50,498.710357
-6.578297,50,498.764107
-6.173587,50,498.81823
-7.627539,50,498.873135
-4.751848,50,500.45639
-4.100682,50,500.510291
-5.920625,50,500.564218
-8.72228,50,500.617967
-1.554402,50,500.671939
-7.68589,50,500.725706
-7.228346,50,500.779527
-5.449691,50,500.833129
-4.282787,50,500.888162
-3.722934,50,500.94151
-8.158032,50,500.995015
-5.260337,50,501.048632
-5.655198,50,501.103275
-8.718329,50,501.1571
-8.365412,50,501.21075
-11.273955,50,501.264616
-5.111535,50,501.318048
-6.755971,50,501.371624
-9.425353,50,501.425542
-4.587516,50,501.479896
-8.464274,50,501.533234
-3.798802,50,501.587293
-4.981858,50,501.640866
-9.531872,50,501.694798
-2.724133,50,501.748387
-4.439142,50,501.802383
-6.466763,50,501.856756
-5.472385,50,501.923219
-2.200876,50,501.977002
-10.615287,50,502.030803
-4.749342,50,502.085109
-7.294179,50,502.139444
-4.503439,50,502.193251
-8.791997,50,502.247673
-6.162889,50,502.302416
-4.942153,50,502.356697
-2.216848,50,502.410484
-5.298559,50,502.464608
-3.00835,50,502.51912
-4.077776,50,502.573628
-5.977527,50,502.627766
-8.282066,50,504.210847
-6.812559,50,504.26573
-8.306056,50,504.31989
-5.620269,50,504.374141
-5.625715,50,504.429694
-13.666146,50,504.484077
-6.60218,50,504.538223
-5.140891,50,504.592613
-6.864759,50,504.647062
-6.56358,50,504.701013
-7.7441,50,504.754986
-9.446016,50,504.808774
-2.354706,50,504.863088
-5.407254,50,504.917742
-4.988092,50,504.971802
-9.972061,50,505.025757
-6.034635,50,505.080271
-4.111938,50,505.134752
-5.206099,50,505.188635
-9.186455,50,505.242566
-2.595678,50,505.296929
-6.049462,50,505.351468
-4.705497,50,505.40557
-7.149918,50,505.459855
-2.76115,50,505.514241
-7.525587,50,505.568213
-8.681608,50,505.622673
-8.096505,50,505.67721
-4.992801,50,505.731179
-5.420739,50,505.785373
-4.94744,50,505.8396
-5.870949,50,505.894228
-7.393104,50,505.948318
-7.317739,50,506.002356
-6.183505,50,506.056289
-4.833647,50,506.110802
-6.245444,50,506.165181
-6.937226,50,506.219604
-6.365954,50,506.274211
-5.428908,50,506.328773
-5.326932,50,506.382566
-4.728457,50,507.963871
-5.328606,50,508.017958
-9.100933,50,508.072613
-3.462716,50,508.12828
-4.703574,50,508.182725
-4.719919,50,508.237407
-6.856569,50,508.2918
-6.096509,50,508.345634
-4.81086,50,508.399452
-8.079011,50,508.453402
-6.357867,50,508.507846
-2.175773,50,508.561901
-7.730945,50,508.616707
-7.080259,50,508.671013
-4.454555,50,508.725382
-9.222833,50,508.779118
-6.780628,50,508.833141
-5.603836,50,508.887249
-2.115303,50,508.941582
-8.617734,50,508.995937
-2.371354,50,509.049911
-1.775429,50,509.104088
-4.53196,50,509.158094
-4.691481,50,509.211987
-5.698699,50,509.266294
-5.555599,50,509.32069
-5.328383,50,509.374763
-2.238833,50,509.429378
-5.298064,50,509.483565
-5.293885,50,509.537543
-8.754293,50,509.591565
-6.578214,50,509.645532
-6.985551,50,509.699798
-5.343715,50,509.753367
-4.809364,50,509.807745
-1.838053,50,509.861966
-6.469763,50,509.916211
-1.95529,50,509.970763
-1.340355,50,510.024783
-7.612204,50,510.078907
-6.233337,50,510.132859
-5.893854,50,511.709599
-6.78567,50,511.763306
-9.285983,50,511.816637
-6.477135,50,511.870721
-5.779013,50,511.925295
-6.047966,50,511.978783
-5.9642,50,512.032572
-2.884112,50,512.085988
-5.830816,50,512.13965
-2.985323,50,512.193236
-4.4401,50,512.246892
-7.66978,50,512.300756
-5.32681,50,512.354762
-5.469182,50,512.407984
-4.841569,50,512.461506
-5.323313,50,512.515713
-11.578502,50,512.569536
-3.145343,50,512.623691
-5.232768,50,512.678
-3.367649,50,512.732208
-3.838273,50,512.785614
-6.235695,50,512.839324
-5.511521,50,512.892658
-7.228783,50,512.947023
-5.263796,50,513.000629
-5.445001,50,513.054223
-3.963501,50,513.108005
-2.951478,50,513.161972
-7.130284,50,513.215421
-4.346946,50,513.269366
-7.107139,50,513.322907
-3.856013,50,513.376748
-6.234926,50,513.430862
-3.898456,50,513.484461
-6.902716,50,513.538169
-7.528747,50,513.592385
-7.158818,50,513.646411
-3.478949,50,513.700142
-3.878983,50,513.753755
-5.088122,50,513.807737
-2.447629,50,515.383677
-5.37972,50,515.442892
-2.723203,50,515.496175
-5.209704,50,515.549687
-7.760978,50,515.604094
-7.72704,50,515.657959
-6.421332,50,515.712199
-6.382362,50,515.766054
-9.421041,50,515.819785
-7.253784,50,515.873884
-6.361099,50,515.92826
-5.922514,50,515.982128
-7.645601,50,516.036282
-5.491007,50,516.089806
-6.256719,50,516.143895
-5.668211,50,516.198428
-6.660779,50,516.252687
-5.340367,50,516.307016
-5.883095,50,516.361068
-1.671875,50,516.414634
-1.970642,50,516.468586
-4.89069,50,516.523043
-6.465453,50,516.576867
-4.605413,50,516.630751
-6.937594,50,516.685322
-6.934775,50,516.738853
-4.703548,50,516.793008
-5.027118,50,516.84701
-2.146885,50,516.90087
-6.602112,50,516.956206
-5.620926,50,517.009892
-5.588813,50,517.064327
-2.420008,50,517.118308
-7.315327,50,517.172073
-5.803679,50,517.226052
-4.539628,50,517.280136
-3.350688,50,517.333725
-1.388087,50,517.388551
-4.503754,50,517.442525
-6.577515,50,517.497442
-3.989882,50,517.551719
-5.702608,50,519.124799
-4.966045,50,519.183781
-9.792653,50,519.23766
-6.483219,50,519.291648
-9.531391,50,519.345271
-6.064292,50,519.399088
-5.786649,50,519.453223
-6.301893,50,519.507206
-5.272327,50,519.561367
-9.745452,50,519.615095
-8.293946,50,519.669143
-4.656281,50,519.723283
-10.16872,50,519.776996
-1.150234,50,519.830767
-10.186705,50,519.88456
-4.660387,50,519.939182
-3.13865,50,519.992744
-5.258385,50,520.046904
-6.176025,50,520.101577
-5.131978,50,520.156525
-4.959434,50,520.210604
-1.662966,50,520.26543
-7.457221,50,520.319497
-9.13319,50,520.37341
-3.518386,50,520.427012
-5.148738,50,520.480821
-1.721597,50,520.534462
-1.852641,50,520.589888
-12.221291,50,520.643996
-6.188456,50,520.69754
-6.314003,50,520.751949
-11.355227,50,520.805455
-4.113581,50,520.859655
-8.097794,50,520.91344
-5.175216,50,520.967888
-4.274088,50,521.021531
-5.120066,50,521.07594
-8.69732,50,521.129628
-6.495958,50,521.183746
-3.549138,50,521.238002
-5.249941,50,521.291577
-6.031476,50,522.868177
-5.473606,50,522.92624
-5.78665,50,522.980989
-6.166576,50,523.034759
-8.088058,50,523.088889
-8.162316,50,523.142985
-8.383649,50,523.196878
-4.602147,50,523.251354
-5.182284,50,523.305378
-0.991329,50,523.359308
-7.108435,50,523.413014
-5.272061,50,523.467004
-3.765085,50,523.520823
-8.152756,50,523.574469
-7.488343,50,523.628399
-8.021314,50,523.682567
-7.00876,50,523.736824
-1.665692,50,523.79041
-5.442175,50,523.845766
-6.257784,50,523.899981
-7.62007,50,523.954407
-2.580829,50,524.008305
-5.822051,50,524.06233
-5.7655,50,524.11648
-1.191573,50,524.170574
-5.100083,50,524.224211
-6.943837,50,524.278182
-5.064603,50,524.332357
-4.592023,50,524.386424
-3.743739,50,524.440328
-5.701891,50,524.494198
-7.085246,50,524.548446
-7.174046,50,524.60228
-10.699935,50,524.655894
-14.843575,50,524.709358
-4.837746,50,524.762759
-2.152548,50,524.816517
-5.818466,50,524.870365
-5.362434,50,524.923743
-6.079767,50,524.979738
-4.625962,50,525.033027
-6.268519,50,526.608705
-5.169513,50,526.667914
-1.236178,50,526.721722
-6.726963,50,526.776088
-4.496805,50,526.829945
-7.72554,50,526.885208
-6.033352,50,526.939129
-5.545472,50,526.99478
-6.328408,50,527.048808
-4.313703,50,527.103228
-4.331456,50,527.157182
-5.946279,50,527.210789
-6.024175,50,527.264999
-6.144978,50,527.319324
-4.936434,50,527.373468
-4.355645,50,527.427567
-4.082031,50,527.481619
-11.855882,50,527.53577
-5.03708,50,527.590374
-8.480534,50,527.644459
-4.758592,50,527.698467
-5.277591,50,527.75242
-5.219648,50,527.805914
-4.53468,50,527.860038
-6.146434,50,527.913916
-4.908472,50,527.968318
-2.719797,50,528.021815
-4.683091,50,528.07586
-6.070106,50,528.13043
-4.936621,50,528.184825
-7.986978,50,528.238856
-4.834499,50,528.293896
-1.924489,50,528.347946
-3.625552,50,528.401878
-6.065955,50,528.456794
-6.417426,50,528.512198
-5.144203,50,528.565775
-5.386778,50,528.620032
-8.746464,50,528.674472
-3.185404,50,528.728506
-4.777114,50,528.782328
-5.602283,50,530.359729
-4.980275,50,530.418093
-6.347992,50,530.472409
-6.534026,50,530.526207
-5.407435,50,530.579772
-4.577424,50,530.633832
-5.266194,50,530.688195
-3.740103,50,530.741585
-6.636057,50,530.795688
-5.037293,50,530.849779
-6.530301,50,530.903778
-5.296608,50,530.957662
-2.733425,50,531.012841
-9.159165,50,531.066568
-4.580728,50,531.120587
-6.969433,50,531.174824
-10.856303,50,531.22891
-2.938916,50,531.283102
-6.473923,50,531.337164
-6.342565,50,531.391627
-5.93799,50,531.445711
-10.126845,50,531.500228
-6.065007,50,531.55391
-5.556734,50,531.607748
-7.156391,50,531.66198
-5.369278,50,531.716231
-7.778023,50,531.77003
-5.251179,50,531.824119
-4.588939,50,531.878156
-5.425402,50,531.932093
-5.942312,50,531.986765
-3.529878,50,532.051292
-3.947366,50,532.105453
-5.084439,50,532.159636
-6.073,50,532.213976
-4.511129,50,532.268258
-5.093487,50,532.321969
-5.320755,50,532.376366
-4.168632,50,532.429871
-6.059262,50,532.48421
-7.742619,50,532.537969
-6.153103,50,534.118819
-5.226725,50,534.177094
-8.007232,50,534.231152
-3.943801,50,534.28512
-9.864813,50,534.339396
-1.507408,50,534.394881
-2.624374,50,534.448974
-4.031314,50,534.504042
-5.546309,50,534.5586
-2.115043,50,534.612345
-6.108663,50,534.666619
-6.148092,50,534.720643
-8.682032,50,534.774223
-5.055876,50,534.827945
-4.033283,50,534.881841
-9.065791,50,534.935447
-4.076354,50,534.988686
-7.835273,50,535.044041
-5.347281,50,535.097697
-11.512527,50,535.15234
-5.705622,50,535.206498
-9.323549,50,535.260442
-5.566098,50,535.314136
-5.58626,50,535.368647
-3.525034,50,535.422307
-8.442485,50,535.477961
-5.952071,50,535.53182
-4.650581,50,535.585561
-6.782436,50,535.639599
-6.450321,50,535.693772
-4.898429,50,535.747308
-5.706787,50,535.802885
-2.00193,50,535.856728
-6.097156,50,535.910917
-2.544594,50,535.964157
-3.237026,50,536.018583
-4.588642,50,536.07234
-9.881078,50,536.125882
-6.007389,50,536.180053
-4.751684,50,536.233893
-5.241004,50,536.287838
-5.653672,50,537.863221
-5.024808,50,537.920753
-5.418652,50,537.973507
-8.96703,50,538.027478
-5.461,50,538.081312
-2.898211,50,538.134668
-4.888533,50,538.187974
-4.888409,50,538.240994
-5.781187,50,538.294591
-5.694147,50,538.347569
-5.916646,50,538.400871
-4.573035,50,538.456084
-4.023414,50,538.508927
-2.205937,50,538.56232
-2.429052,50,538.615272
-5.770896,50,538.668916
-5.371533,50,538.722348
-4.729768,50,538.775702
-5.073768,50,538.828737
-6.367593,50,538.882099
-5.998753,50,538.935459
-4.888097,50,538.988803
-5.914784,50,539.043327
-2.700496,50,539.096348
-6.238718,50,539.149436
-5.972696,50,539.202757
-5.867002,50,539.256374
-4.097674,50,539.30918
-6.406543,50,539.362251
-6.647243,50,539.415827
-7.050756,50,539.469693
-1.402624,50,539.52349
-4.975734,50,539.577651
-5.787524,50,539.631356
-6.722662,50,539.6845
-6.192689,50,539.737749
-6.683342,50,539.790979
-3.442359,50,539.844355
-6.719277,50,539.897831
-4.909441,50,539.95179
-6.503534,50,540.004628
-4.403878,50,541.576658
-2.282437,50,541.632917
-8.97467,50,541.686123
-4.215393,50,541.739327
-5.20899,50,541.792727
-6.240156,50,541.846311
-6.014466,50,541.899633
-8.857651,50,541.952536
-5.321993,50,542.005529
-3.691547,50,542.060108
-3.973682,50,542.113593
-1.968742,50,542.167292
-3.712753,50,542.220538
-4.665196,50,542.274422
-5.839049,50,542.327587
-2.825914,50,542.380913
-7.299731,50,542.434262
-0.974247,50,542.488116
-6.624652,50,542.541707
-9.676027,50,542.595208
-4.918973,50,542.648846
-8.591228,50,542.702284
-2.948815,50,542.75594
-7.059479,50,542.809166
-5.087919,50,542.862462
-4.369117,50,542.91575
-6.307954,50,542.968925
-6.077298,50,543.021867
-6.619614,50,543.076583
-4.957221,50,543.130174
-4.196184,50,543.183784
-8.29893,50,543.237293
-3.801925,50,543.291036
-4.631791,50,543.344033
-4.40206,50,543.397053
-6.658319,50,543.451297
-4.564591,50,543.505058
-5.758146,50,543.558617
-8.535151,50,543.611778
-6.32271,50,543.665374
-1.571538,50,543.718718
-4.977695,50,545.290264
-8.677711,50,545.346527
-3.099879,50,545.399849
-7.074196,50,545.45371
-5.891467,50,545.507356
-6.553302,50,545.560471
-6.661053,50,545.613448
-4.677167,50,545.666705
-4.89593,50,545.719999
-3.51786,50,545.773605
-6.333653,50,545.827156
-6.56753,50,545.879948
-8.296521,50,545.932941
-9.119339,50,545.985891
-4.700935,50,546.039751
-10.688681,50,546.094328
-5.935648,50,546.147478
-4.24964,50,546.200941
-6.45635,50,546.255213
-4.04445,50,546.308239
-1.145264,50,546.361652
-4.901947,50,546.414726
-4.250693,50,546.468256
-6.546365,50,546.522247
-4.274085,50,546.575774
-5.843469,50,546.629158
-1.832,50,546.68263
-5.772277,50,546.735623
-8.570637,50,546.788931
-6.343494,50,546.842244
-5.762722,50,546.895783
-4.294959,50,546.948717
-6.307544,50,547.002216
-4.738663,50,547.055518
-5.436056,50,547.109644
-6.187353,50,547.163426
-5.70173,50,547.216568
-4.544287,50,547.270448
-4.301248,50,547.323573
-3.425326,50,547.377171
-9.960985,50,547.430205
-4.68474,50,548.999599
-11.797337,50,549.056618
-4.711131,50,549.111017
-7.818283,50,549.164606
-3.23403,50,549.21793
-5.003195,50,549.271769
-3.746864,50,549.326007
-5.595958,50,549.379976
-2.572609,50,549.433564
-8.919702,50,549.487425
-4.066769,50,549.541172
-6.259279,50,549.594972
-6.951976,50,549.649179
-5.462685,50,549.702986
-5.163741,50,549.756557
-4.712086,50,549.810157
-5.518833,50,549.864223
-5.474417,50,549.918512
-7.896691,50,549.97212
-9.444304,50,550.025854
-4.050825,50,550.080154
-7.007588,50,550.134282
-4.384824,50,550.188252
-5.311447,50,550.241504
-10.361567,50,550.295593
-5.528597,50,550.34924
-5.679241,50,550.402871
-5.989934,50,550.456645
-5.397296,50,550.510431
-5.264899,50,550.564092
-4.387801,50,550.617466
-6.408599,50,550.671085
-5.843105,50,550.725189
-6.09459,50,550.778553
-3.967964,50,550.832023
-2.832105,50,550.885261
-7.405976,50,550.938129
-10.608176,50,550.991644
-5.170539,50,551.045131
-9.516036,50,551.099495
-5.45306,50,551.154063
-3.093941,50,552.729931
-6.197065,50,552.786306
-4.452564,50,552.839985
-2.907014,50,552.893097
-7.758049,50,552.946275
-2.746637,50,553.000025
-5.018143,50,553.053485
-4.387852,50,553.109337
-3.490931,50,553.162973
-6.791318,50,553.21667
-6.032152,50,553.270614
-5.207521,50,553.324705
-3.178456,50,553.37815
-6.382733,50,553.432998
-2.782722,50,553.486501
-12.677038,50,553.540232
-6.220302,50,553.59418
-2.394436,50,553.648329
-6.22719,50,553.701879
-10.955393,50,553.755396
-5.692896,50,553.809574
-6.430985,50,553.864031
-8.012084,50,553.917403
-4.386087,50,553.97059
-7.123774,50,554.024071
-4.166784,50,554.077847
-6.54876,50,554.133206
-4.085792,50,554.187096
-6.012895,50,554.240794
-9.313766,50,554.29467
-8.909714,50,554.348355
-3.429634,50,554.402003
-1.792122,50,554.456007
-5.258561,50,554.509907
-2.823952,50,554.563708
-5.638425,50,554.616859
-6.528064,50,554.671042
-5.996905,50,554.724351
-5.531234,50,554.77818
-2.213087,50,554.8321
-6.036322,50,554.885393
-5.898193,50,556.458851
-4.666236,50,556.515424
-5.712089,50,556.568762
-6.522345,50,556.622167
-2.873957,50,556.676181
-2.831705,50,556.729425
-8.981827,50,556.782946
-6.611277,50,556.836076
-4.679489,50,556.889837
-6.636461,50,556.943242
-6.253125,50,556.996576
-4.04391,50,557.04997
-5.641814,50,557.103543
-6.35106,50,557.157742
-3.12124,50,557.211511
-3.787838,50,557.265488
-5.829719,50,557.318534
-3.077866,50,557.37178
-3.727084,50,557.425236
-7.995471,50,557.478895
-4.110275,50,557.532305
-4.417017,50,557.58619
-3.336452,50,557.639946
-6.307662,50,557.693421
-5.870678,50,557.746333
-3.081361,50,557.799475
-6.436635,50,557.853923
-6.489985,50,557.908034
-4.104638,50,557.961244
-6.68311,50,558.014175
-7.98915,50,558.067666
-5.887721,50,558.121975
-5.39009,50,558.175545
-3.000425,50,558.229187
-10.059805,50,558.283168
-1.491335,50,558.336766
-7.294967,50,558.39008
-6.287969,50,558.443756
-4.72574,50,558.497676
-3.89082,50,558.551295
-6.078482,50,558.604878
-3.410375,50,560.181577
-9.174002,50,560.23787
-6.249591,50,560.2928
-4.16511,50,560.346962
-5.566262,50,560.401356
-5.711319,50,560.456284
-2.377163,50,560.510615
-6.976416,50,560.565019
-2.912863,50,560.618946
-2.155123,50,560.673254
-4.215004,50,560.72741
-4.391497,50,560.781209
-8.950477,50,560.835375
-4.494927,50,560.889805
-6.613576,50,560.944052
-4.630626,50,560.998381
-6.439686,50,561.052933
-9.467831,50,561.107044
-1.584919,50,561.162548
-2.253684,50,561.216936
-3.789235,50,561.271281
-10.049223,50,561.325106
-6.585367,50,561.379442
-4.400589,50,561.433739
-4.876193,50,561.487956
-3.301287,50,561.542083
-2.564363,50,561.596331
-7.727147,50,561.651342
-4.389378,50,561.70519
-9.813678,50,561.75875
-1.625851,50,561.812479
-4.652771,50,561.866267
-6.858586,50,561.920354
-6.31169,50,561.974064
-6.590256,50,562.027831
-5.014651,50,562.08194
-6.302583,50,562.137253
-6.149351,50,562.192074
-6.439718,50,562.246426
-2.412133,50,562.301031
-5.32345,50,562.355385
-4.684788,50,563.936063
-6.790011,50,563.991077
-5.402912,50,564.045533
