#{"t_start": 1611321499.4353979, "env_id": "Reacher-v2"}
r,l,t
-2.219438,50,1952.962831
-4.369122,50,1953.016104
-5.415554,50,1953.069443
-7.263293,50,1953.12325
-4.778633,50,1953.176644
-6.379758,50,1953.230105
-2.288293,50,1953.284013
-4.827907,50,1953.337249
-6.433062,50,1953.390408
-3.595836,50,1953.444148
-2.543226,50,1953.498301
-2.778702,50,1953.551889
-2.284086,50,1953.606453
-3.009183,50,1953.661376
-2.784338,50,1953.71488
-4.502822,50,1953.768531
-5.32746,50,1953.821871
-5.657447,50,1953.875884
-4.729204,50,1953.929304
-5.370727,50,1953.982693
-2.508357,50,1954.036853
-4.640725,50,1954.090573
-6.457049,50,1954.144216
-2.825466,50,1954.198102
-6.793462,50,1954.253008
-5.794478,50,1955.825428
-6.155113,50,1955.880493
-4.884656,50,1955.935303
-4.862964,50,1955.989904
-5.173006,50,1956.044823
-5.236475,50,1956.099296
-2.300238,50,1956.154604
-2.43364,50,1956.209513
-6.944312,50,1956.264042
-6.967008,50,1956.318665
-7.418689,50,1956.373294
-3.298643,50,1956.427844
-6.252485,50,1956.482639
-5.037619,50,1956.536932
-5.464217,50,1956.591489
-5.113825,50,1956.647855
-4.097352,50,1956.702249
-6.646491,50,1956.756907
-5.190355,50,1956.811081
-5.347885,50,1956.865571
-3.647266,50,1956.919855
-4.712008,50,1956.974257
-5.359731,50,1957.028135
-5.07749,50,1957.082633
-8.915521,50,1957.136954
-6.4977,50,1957.191562
-2.068002,50,1957.245802
-5.235837,50,1957.300436
-4.023115,50,1957.354957
-2.734522,50,1957.408908
-6.238341,50,1957.463453
-2.028982,50,1957.518371
-2.212033,50,1957.571972
-6.184271,50,1957.626468
-5.649754,50,1957.681468
-6.369327,50,1957.73589
-5.184891,50,1957.790005
-5.789643,50,1957.843622
-5.531269,50,1957.897952
-8.089296,50,1957.951829
-4.547151,50,1958.006324
-3.05169,50,1959.588284
-7.363102,50,1959.642581
-5.600302,50,1959.697195
-12.555946,50,1959.751069
-5.133153,50,1959.805001
-5.591064,50,1959.859429
-4.668199,50,1959.913872
-6.08593,50,1959.968208
-4.870436,50,1960.022449
-3.187393,50,1960.07742
-2.466024,50,1960.131583
-5.524842,50,1960.186003
-3.921855,50,1960.240273
-3.834069,50,1960.294267
-2.89991,50,1960.348511
-2.949443,50,1960.402653
-7.387259,50,1960.456669
-2.176663,50,1960.51089
-4.451709,50,1960.564777
-5.64209,50,1960.620182
-2.251488,50,1960.675335
-9.214044,50,1960.729592
-2.489288,50,1960.783815
-7.491108,50,1960.838309
-5.311379,50,1960.892532
-5.65215,50,1960.946495
-3.592215,50,1961.000748
-5.386478,50,1961.055194
-4.088501,50,1961.108741
-5.079112,50,1961.16272
-5.170447,50,1961.216918
-2.116112,50,1961.271365
-5.190316,50,1961.32538
-5.704397,50,1961.379416
-2.834122,50,1961.433644
-5.153531,50,1961.488434
-4.975793,50,1961.542573
-7.046756,50,1961.596647
-4.985714,50,1961.65132
-1.996257,50,1961.706728
-2.978396,50,1961.760437
-2.856989,50,1963.340914
-8.031074,50,1963.39541
-5.175884,50,1963.449605
-5.260209,50,1963.503902
-2.670079,50,1963.558723
-7.015523,50,1963.612489
-2.317858,50,1963.666852
-4.332321,50,1963.7222
-3.360717,50,1963.77644
-2.980964,50,1963.830577
-5.196445,50,1963.885034
-5.186491,50,1963.938553
-5.077792,50,1963.992627
-4.6172,50,1964.047047
-3.675333,50,1964.100896
-3.242065,50,1964.154903
-4.267323,50,1964.20927
-6.431213,50,1964.263696
-5.40331,50,1964.31811
-3.83304,50,1964.372432
-3.556397,50,1964.426791
-10.326926,50,1964.480376
-4.727197,50,1964.534605
-5.442151,50,1964.5889
-6.150643,50,1964.643056
-5.167913,50,1964.698851
-3.559646,50,1964.753484
-6.41892,50,1964.807091
-5.322507,50,1964.861289
-3.204209,50,1964.91497
-6.768653,50,1964.969072
-5.042533,50,1965.023429
-8.818022,50,1965.077638
-5.169428,50,1965.132
-5.217718,50,1965.186436
-8.49023,50,1965.240656
-2.086849,50,1965.295245
-6.1651,50,1965.349259
-2.2321,50,1965.403382
-6.106596,50,1965.457681
-2.884677,50,1965.511787
-5.487068,50,1967.096181
-4.810579,50,1967.150375
-2.271719,50,1967.205347
-5.139961,50,1967.259558
-5.455978,50,1967.313539
-4.560867,50,1967.367921
-2.244713,50,1967.422846
-2.133635,50,1967.477052
-6.683463,50,1967.531122
-4.914648,50,1967.585463
-4.774652,50,1967.639966
-5.238105,50,1967.69438
-5.143048,50,1967.749408
-6.890042,50,1967.803162
-4.036158,50,1967.857158
-2.343742,50,1967.911174
-3.471974,50,1967.964872
-3.507872,50,1968.019418
-4.705558,50,1968.073392
-7.279318,50,1968.127326
-4.67465,50,1968.181354
-5.416971,50,1968.235638
-3.559099,50,1968.290557
-3.94506,50,1968.344914
-8.088768,50,1968.399807
-2.281041,50,1968.456136
-5.285559,50,1968.510887
-4.81161,50,1968.565365
-5.455771,50,1968.619934
-2.389663,50,1968.674137
-2.762177,50,1968.729635
-3.249798,50,1968.783959
-2.139278,50,1968.837671
-4.372316,50,1968.892006
-3.134909,50,1968.945546
-6.63152,50,1968.998975
-4.373714,50,1969.05291
-2.21415,50,1969.107051
-5.184263,50,1969.160991
-3.791098,50,1969.214966
-5.387962,50,1970.79091
-6.008996,50,1970.849482
-2.741868,50,1970.904119
-7.676186,50,1970.957895
-6.424563,50,1971.012122
-2.825678,50,1971.066761
-2.168038,50,1971.120512
-2.414018,50,1971.175173
-4.536814,50,1971.229225
-8.19456,50,1971.284013
-6.537073,50,1971.338131
-4.839176,50,1971.392273
-5.089936,50,1971.446464
-5.460177,50,1971.500959
-4.300803,50,1971.554965
-5.445662,50,1971.609287
-4.972717,50,1971.663487
-2.015406,50,1971.717276
-5.767518,50,1971.772554
-5.462464,50,1971.827589
-2.24828,50,1971.881956
-6.707474,50,1971.935832
-6.403601,50,1971.989682
-8.705181,50,1972.043753
-3.597274,50,1972.097819
-5.17945,50,1972.152089
-2.870653,50,1972.206565
-5.612543,50,1972.260993
-4.334639,50,1972.315264
-4.180707,50,1972.369431
-3.655402,50,1972.423979
-3.692918,50,1972.478087
-3.074969,50,1972.532275
-2.101422,50,1972.58676
-5.367112,50,1972.64084
-5.429356,50,1972.694776
-5.020898,50,1972.750275
-3.196919,50,1972.804206
-4.206803,50,1972.858692
-2.276769,50,1972.912631
-5.034593,50,1972.966782
-1.933506,50,1974.545894
-4.983242,50,1974.604108
-2.306857,50,1974.657994
-4.696817,50,1974.71172
-5.018309,50,1974.766862
-7.540283,50,1974.820657
-5.084134,50,1974.87519
-3.662822,50,1974.928906
-1.973197,50,1974.982825
-4.204612,50,1975.037207
-3.823997,50,1975.090913
-2.655096,50,1975.144595
-4.669515,50,1975.198725
-8.742903,50,1975.252723
-4.344184,50,1975.306439
-5.229003,50,1975.360162
-3.149152,50,1975.413589
-4.131063,50,1975.469074
-9.865699,50,1975.523031
-2.603061,50,1975.576422
-3.040085,50,1975.631191
-6.694989,50,1975.685018
-4.651088,50,1975.739719
-5.293686,50,1975.793815
-3.821265,50,1975.847939
-5.263606,50,1975.901491
-6.518707,50,1975.955225
-3.694914,50,1976.009203
-5.692265,50,1976.062946
-4.472544,50,1976.117199
-7.157736,50,1976.170819
-2.58537,50,1976.224336
-5.218837,50,1976.279045
-1.987449,50,1976.334167
-4.075082,50,1976.387855
-4.586846,50,1976.441834
-5.257366,50,1976.496253
-4.055439,50,1976.550199
-3.503568,50,1976.604565
-3.412911,50,1976.658425
-6.514717,50,1976.712402
-3.998322,50,1978.285248
-4.315513,50,1978.344181
-4.252831,50,1978.397915
-5.16178,50,1978.452173
-5.03653,50,1978.506119
-3.715418,50,1978.559673
-2.242894,50,1978.613652
-2.249024,50,1978.667302
-4.793645,50,1978.720801
-2.663005,50,1978.775841
-7.481657,50,1978.829581
-6.28011,50,1978.883516
-6.753328,50,1978.937486
-5.155588,50,1978.991124
-5.387643,50,1979.045049
-2.055259,50,1979.098553
-3.306699,50,1979.152832
-6.494192,50,1979.206915
-5.657174,50,1979.261012
-5.3621,50,1979.315459
-2.248763,50,1979.36973
-7.234766,50,1979.423767
-5.239237,50,1979.477777
-4.517269,50,1979.532176
-4.611311,50,1979.586476
-5.283135,50,1979.640612
-4.406603,50,1979.695164
-5.268763,50,1979.748969
-4.749068,50,1979.804278
-6.842521,50,1979.858415
-3.950202,50,1979.912072
-4.110197,50,1979.966417
-5.668987,50,1980.020878
-2.124129,50,1980.075206
-1.915269,50,1980.129462
-2.839444,50,1980.184207
-3.728524,50,1980.238183
-10.42463,50,1980.292256
-2.89881,50,1980.346603
-4.183821,50,1980.400652
-5.031273,50,1980.454851
-6.199099,50,1982.033086
-5.144159,50,1982.091467
-5.732953,50,1982.145139
-6.699171,50,1982.199408
-2.189586,50,1982.254293
-1.838982,50,1982.308182
-4.501627,50,1982.362423
-3.137622,50,1982.416252
-7.442314,50,1982.470182
-2.743041,50,1982.524367
-5.614585,50,1982.578688
-2.857552,50,1982.632839
-4.822043,50,1982.68699
-6.766984,50,1982.741105
-3.965824,50,1982.7963
-2.50607,50,1982.850736
-5.463762,50,1982.905108
-2.856244,50,1982.959011
-5.902996,50,1983.013387
-2.061707,50,1983.067941
-5.438485,50,1983.122083
-5.667674,50,1983.176669
-4.482873,50,1983.230584
-3.570686,50,1983.284253
-8.661441,50,1983.338888
-3.996728,50,1983.392882
-4.151495,50,1983.446931
-9.040613,50,1983.50125
-3.740604,50,1983.555111
-6.078085,50,1983.609094
-4.821985,50,1983.66328
-5.172222,50,1983.717245
-2.802339,50,1983.771115
-5.601786,50,1983.825956
-4.691635,50,1983.880412
-4.64631,50,1983.934145
-3.306124,50,1983.988076
-5.961229,50,1984.042131
-6.424569,50,1984.096848
-5.145569,50,1984.150596
-4.694017,50,1984.204993
-5.425245,50,1985.78221
-2.93439,50,1985.840253
-3.417944,50,1985.894109
-5.915445,50,1985.947805
-2.570518,50,1986.001649
-2.394507,50,1986.056014
-3.22869,50,1986.109769
-2.285793,50,1986.164019
-4.729812,50,1986.218119
-2.457064,50,1986.272455
-2.97747,50,1986.327088
-9.3563,50,1986.381546
-5.1756,50,1986.435846
-5.229234,50,1986.490942
-5.072036,50,1986.545383
-3.796035,50,1986.5997
-5.228804,50,1986.654078
-3.43553,50,1986.707831
-5.785821,50,1986.761864
-5.181067,50,1986.817498
-3.505564,50,1986.871648
-4.110741,50,1986.925797
-5.318211,50,1986.979784
-7.527375,50,1987.034489
-5.741262,50,1987.08856
-6.699759,50,1987.142197
-5.170511,50,1987.196506
-4.478627,50,1987.250886
-5.480438,50,1987.305015
-2.529244,50,1987.358812
-5.011486,50,1987.413091
-5.528962,50,1987.467428
-3.847625,50,1987.521581
-1.932804,50,1987.57581
-6.810509,50,1987.629692
-2.297493,50,1987.683853
-4.547645,50,1987.737617
-7.567339,50,1987.79135
-6.407367,50,1987.846307
-5.097429,50,1987.900342
-4.453176,50,1987.953555
-2.277573,50,1989.528205
-2.879504,50,1989.584937
-3.068995,50,1989.638648
-4.467715,50,1989.691662
-3.365107,50,1989.745181
-4.637291,50,1989.798543
-5.207226,50,1989.853765
-8.57566,50,1989.907384
-5.253926,50,1989.960444
-2.302293,50,1990.01389
-3.496364,50,1990.067659
-5.109942,50,1990.120586
-7.694915,50,1990.174243
-8.162071,50,1990.227642
-7.853487,50,1990.280978
-2.044096,50,1990.334326
-3.972674,50,1990.388342
-2.633811,50,1990.441927
-3.634207,50,1990.495385
-5.293244,50,1990.548637
-5.768213,50,1990.602646
-4.972445,50,1990.656809
-3.366621,50,1990.710513
-2.469909,50,1990.764007
-3.187406,50,1990.818009
-4.752782,50,1990.871639
-6.79538,50,1990.925105
-3.858236,50,1990.978478
-4.465979,50,1991.03213
-6.931489,50,1991.08549
-5.246934,50,1991.138803
-4.26845,50,1991.192515
-4.849519,50,1991.246808
-3.909594,50,1991.300377
-4.361983,50,1991.354219
-5.174941,50,1991.407608
-4.828359,50,1991.461063
-5.143419,50,1991.515212
-4.253979,50,1991.568767
-4.745529,50,1991.622806
-7.721313,50,1991.676271
-5.190656,50,1993.245821
-6.918073,50,1993.302869
-5.579081,50,1993.356936
-5.755666,50,1993.410602
-3.427752,50,1993.464187
-4.581073,50,1993.517669
-5.502916,50,1993.572317
-5.056074,50,1993.625674
-4.578546,50,1993.679762
-5.039761,50,1993.733374
-2.713374,50,1993.786874
-7.322764,50,1993.841325
-4.728706,50,1993.894894
-2.178818,50,1993.948376
-8.06369,50,1994.00174
-5.123636,50,1994.055337
-6.453361,50,1994.10861
-5.320418,50,1994.161859
-5.299475,50,1994.21542
-7.972078,50,1994.269049
-4.657523,50,1994.322385
-3.444001,50,1994.376411
-3.939049,50,1994.429796
-6.890077,50,1994.483276
-5.150226,50,1994.53696
-5.742137,50,1994.590448
-5.93556,50,1994.644264
-4.010986,50,1994.697592
-1.95482,50,1994.751248
-4.481905,50,1994.804606
-5.053447,50,1994.859234
-6.075395,50,1994.912914
-2.419263,50,1994.966302
-3.214964,50,1995.019442
-2.581314,50,1995.072863
-4.338884,50,1995.126454
-2.403232,50,1995.179884
-5.381648,50,1995.233164
-3.945363,50,1995.286696
-6.038807,50,1995.340359
-6.500373,50,1995.393793
-4.916402,50,1996.969375
-6.815137,50,1997.028014
-5.394906,50,1997.081718
-5.281212,50,1997.136207
-5.024753,50,1997.19028
-4.21798,50,1997.244347
-2.042719,50,1997.298531
-10.622066,50,1997.352189
-2.02613,50,1997.405988
-8.148662,50,1997.460351
-8.559305,50,1997.514636
-3.627189,50,1997.56862
-3.520063,50,1997.622753
-2.309759,50,1997.676621
-4.956656,50,1997.730476
-5.966237,50,1997.784649
-4.915195,50,1997.838613
-2.594549,50,1997.894291
-4.407648,50,1997.948316
-3.972428,50,1998.002804
-6.921645,50,1998.056959
-3.832882,50,1998.111145
-3.935778,50,1998.16441
-5.217532,50,1998.218426
-5.298735,50,1998.27267
-2.024892,50,1998.326959
-4.990027,50,1998.381305
-2.199594,50,1998.435605
-3.051711,50,1998.491025
-8.628419,50,1998.544861
-4.515785,50,1998.599061
-4.088397,50,1998.653206
-4.111272,50,1998.707071
-2.419034,50,1998.760447
-3.800561,50,1998.814027
-6.366504,50,1998.868817
-4.629218,50,1998.922591
-5.475165,50,1998.976512
-5.475083,50,1999.030105
-2.789818,50,1999.083777
-4.254193,50,1999.13764
-3.416798,50,2000.718515
-5.37179,50,2000.776118
-5.38546,50,2000.829927
-3.883857,50,2000.885197
-7.241872,50,2000.939051
-4.606215,50,2000.993057
-3.475148,50,2001.046874
-2.329412,50,2001.100828
-3.885293,50,2001.154736
-6.214521,50,2001.208927
-3.925247,50,2001.263033
-6.326775,50,2001.317499
-5.237842,50,2001.371622
-4.923937,50,2001.426363
-5.181191,50,2001.480587
-3.300903,50,2001.534609
-5.515366,50,2001.588348
-5.012534,50,2001.642403
-3.268616,50,2001.696394
-5.924099,50,2001.750582
-3.087749,50,2001.805032
-9.020042,50,2001.859756
-7.963106,50,2001.914633
-3.859195,50,2001.968072
-5.239644,50,2002.022363
-5.246811,50,2002.076561
-2.607506,50,2002.130222
-3.943612,50,2002.184564
-4.756637,50,2002.238413
-5.75393,50,2002.292655
-4.5357,50,2002.346466
-5.657854,50,2002.400477
-5.982488,50,2002.45463
-3.930935,50,2002.508471
-5.011577,50,2002.562344
-3.11612,50,2002.616085
-3.515981,50,2002.670719
-4.272234,50,2002.72475
-1.889614,50,2002.778903
-2.421835,50,2002.832774
-7.213963,50,2002.888072
-2.117378,50,2004.46646
-4.927398,50,2004.523639
-5.084973,50,2004.577665
-1.687984,50,2004.631818
-5.752086,50,2004.685647
-5.490267,50,2004.739854
-5.149557,50,2004.793642
-5.463259,50,2004.847669
-3.241687,50,2004.903036
-7.656775,50,2004.956943
-8.013253,50,2005.010879
-4.403516,50,2005.064777
-4.669262,50,2005.11869
-3.053507,50,2005.172788
-2.395058,50,2005.226695
-4.82515,50,2005.280525
-4.890005,50,2005.334373
-4.259014,50,2005.388078
-3.680523,50,2005.441813
-3.752316,50,2005.495915
-3.723784,50,2005.549486
-5.462307,50,2005.603841
-5.015502,50,2005.657661
-6.682082,50,2005.711297
-4.643837,50,2005.765206
-4.358354,50,2005.818555
-2.674287,50,2005.872873
-3.44879,50,2005.92763
-1.861843,50,2005.980963
-8.299935,50,2006.034957
-2.404314,50,2006.088452
-4.796875,50,2006.141948
-2.369701,50,2006.195994
-2.970334,50,2006.249662
-4.372989,50,2006.304086
-2.333581,50,2006.358024
-4.799595,50,2006.411943
-4.867523,50,2006.46641
-6.553221,50,2006.520528
-5.156997,50,2006.574757
-2.408495,50,2006.62893
-2.427748,50,2008.204783
-3.251712,50,2008.262533
-4.867226,50,2008.316916
-5.843055,50,2008.371361
-6.345121,50,2008.427953
-5.423992,50,2008.48175
-5.218835,50,2008.535604
-5.230488,50,2008.58989
-4.385114,50,2008.644231
-4.707323,50,2008.698494
-5.08462,50,2008.752075
-5.043237,50,2008.805793
-1.752089,50,2008.859706
-5.209352,50,2008.914586
-4.850155,50,2008.967946
-2.935466,50,2009.02178
-6.329574,50,2009.076091
-4.474583,50,2009.129739
-4.723823,50,2009.183864
-4.752601,50,2009.237719
-2.225498,50,2009.291653
-1.979298,50,2009.345515
-5.198963,50,2009.399318
-4.901722,50,2009.45357
-5.155611,50,2009.507805
-2.887612,50,2009.56166
-5.407438,50,2009.615163
-5.698925,50,2009.66917
-4.812976,50,2009.722898
-2.001576,50,2009.776664
-7.292818,50,2009.830605
-5.006166,50,2009.884774
-4.536098,50,2009.939562
-4.30269,50,2009.993172
-2.632358,50,2010.047354
-3.874753,50,2010.101215
-2.909835,50,2010.155478
-5.4021,50,2010.209941
-7.11744,50,2010.263936
-4.217709,50,2010.317875
-1.590194,50,2010.372111
-6.282866,50,2011.949919
-4.764931,50,2012.006749
-3.234349,50,2012.060818
-4.277361,50,2012.114602
-5.860463,50,2012.168678
-5.012271,50,2012.222907
-4.166183,50,2012.277458
-5.190622,50,2012.331619
-11.187454,50,2012.385724
-4.743551,50,2012.440135
-4.373795,50,2012.494611
-5.685577,50,2012.548678
-3.595341,50,2012.603086
-2.476649,50,2012.657051
-1.851804,50,2012.711022
-2.818877,50,2012.765055
-1.966381,50,2012.818826
-3.413292,50,2012.872747
-4.261582,50,2012.927737
-4.598044,50,2012.981923
-4.977249,50,2013.036225
-3.464284,50,2013.090692
-5.854518,50,2013.144296
-4.731839,50,2013.19863
-4.402204,50,2013.252906
-4.579317,50,2013.306689
-4.959849,50,2013.360523
-4.802641,50,2013.414369
-4.457445,50,2013.468924
-4.536797,50,2013.522723
-4.944484,50,2013.577207
-5.018705,50,2013.631118
-5.453833,50,2013.684912
-6.279792,50,2013.739069
-4.866165,50,2013.792993
-1.976567,50,2013.846785
-2.903235,50,2013.900931
-4.228388,50,2013.956
-3.903924,50,2014.010175
-1.811229,50,2014.064113
-4.704578,50,2014.118267
-6.556264,50,2015.695519
-5.345995,50,2015.751124
-3.775865,50,2015.805219
-4.834435,50,2015.859546
-7.009606,50,2015.913697
-4.870326,50,2015.968711
-9.758752,50,2016.022898
-4.951527,50,2016.077229
-3.376054,50,2016.131525
-3.058892,50,2016.186122
-6.408297,50,2016.240841
-2.093266,50,2016.295076
-4.718291,50,2016.349198
-3.503395,50,2016.40378
-6.235162,50,2016.457893
-6.560395,50,2016.512397
-5.809249,50,2016.566109
-3.179107,50,2016.620555
-5.186732,50,2016.674912
-4.406336,50,2016.728715
-3.370316,50,2016.783032
-3.405903,50,2016.838168
-7.820303,50,2016.892115
-7.62864,50,2016.946765
-6.73178,50,2017.000599
-7.001723,50,2017.054745
-5.630271,50,2017.108988
-6.542913,50,2017.162812
-5.067446,50,2017.217046
-5.347593,50,2017.271952
-6.967668,50,2017.325876
-4.892855,50,2017.380189
-4.709163,50,2017.434629
-3.270714,50,2017.48931
-2.216322,50,2017.543614
-2.048408,50,2017.597714
-3.480399,50,2017.653403
-2.522009,50,2017.707196
-4.775048,50,2017.761271
-5.291593,50,2017.815568
-5.500466,50,2017.869686
-4.785051,50,2019.453193
-7.60259,50,2019.507552
-7.200532,50,2019.560857
-5.544446,50,2019.614584
-5.05096,50,2019.668197
-4.365674,50,2019.721244
-6.596491,50,2019.77473
-4.855793,50,2019.82839
-7.5283,50,2019.881838
-2.598847,50,2019.935818
-6.855586,50,2019.992005
-2.916783,50,2020.045643
-2.117021,50,2020.098938
-5.555552,50,2020.152463
-5.460233,50,2020.205924
-3.292897,50,2020.260206
-4.626213,50,2020.313953
-5.134501,50,2020.367757
-2.858501,50,2020.426979
-5.570216,50,2020.480834
-4.947075,50,2020.533995
-4.364343,50,2020.58932
-3.708754,50,2020.643211
-2.208766,50,2020.69649
-4.74386,50,2020.749802
-8.010174,50,2020.804104
-3.723555,50,2020.857694
-6.417316,50,2020.911433
-3.991786,50,2020.965617
-4.791584,50,2021.019311
-4.841193,50,2021.073159
-3.802373,50,2021.126526
-5.179512,50,2021.180256
-2.675228,50,2021.233604
-3.91521,50,2021.28727
-4.610649,50,2021.340682
-5.501608,50,2021.394374
-9.861781,50,2021.448051
-3.691105,50,2021.501898
-2.456765,50,2021.555813
-4.352221,50,2021.609109
-2.962667,50,2023.502415
-4.14443,50,2024.104537
-4.562088,50,2024.709507
-5.574105,50,2025.312741
-4.195383,50,2025.91565
-1.898035,50,2026.516373
-4.910178,50,2027.115648
-5.696674,50,2027.71958
-5.744697,50,2028.322335
-2.839619,50,2028.923034
-6.522472,50,2029.525693
-5.10822,50,2030.128766
-5.305842,50,2030.728517
-3.486737,50,2031.327908
-1.988378,50,2031.929854
-1.958525,50,2032.527309
-6.700831,50,2033.130367
-4.291131,50,2033.72859
-4.160912,50,2034.330209
-3.082598,50,2034.930824
-5.572657,50,2035.533758
-2.19765,50,2036.134809
-6.770099,50,2036.734909
-4.43018,50,2037.336791
-4.963556,50,2037.935362
-5.65236,50,2038.539895
-6.606305,50,2039.140288
-6.391648,50,2039.740635
-3.475067,50,2040.343187
-4.660372,50,2040.945001
-4.634854,50,2041.543221
-2.153097,50,2042.14485
-1.906537,50,2042.743521
-4.072084,50,2043.34455
-3.641488,50,2043.945533
-1.96539,50,2044.5453
-5.091849,50,2045.146313
-3.028309,50,2045.746582
-3.295838,50,2046.34561
-3.637372,50,2046.947976
-2.855315,50,2047.550622
-4.324201,50,2049.340335
-1.851022,50,2049.396028
-4.312505,50,2049.449841
-3.315771,50,2049.503673
-4.447697,50,2049.557077
-3.379577,50,2049.610829
-6.914961,50,2049.664722
-4.314024,50,2049.717938
-4.726943,50,2049.771271
-4.726531,50,2049.824759
-4.849132,50,2049.878877
-3.978693,50,2049.932198
-2.074415,50,2049.985735
-4.667351,50,2050.039682
-3.473184,50,2050.094586
-3.693134,50,2050.148371
-2.269095,50,2050.202284
-6.801152,50,2050.256076
-4.714144,50,2050.309935
-3.474715,50,2050.364024
-4.808623,50,2050.418092
-7.403219,50,2050.471936
-3.656249,50,2050.526099
-4.184857,50,2050.580157
-4.52548,50,2050.633759
-6.664055,50,2050.687578
-4.484089,50,2050.741241
-4.251387,50,2050.795302
-1.882882,50,2050.849181
-6.595963,50,2050.903076
-4.147459,50,2050.956427
-4.474772,50,2051.010525
-2.207443,50,2051.064167
-1.936744,50,2051.119314
-4.508761,50,2051.172643
-3.270551,50,2051.227082
-5.496848,50,2051.281207
-2.31276,50,2051.33494
-2.901748,50,2051.38917
-4.636521,50,2051.443021
-6.243764,50,2051.496888
-5.942804,50,2053.075883
-2.424734,50,2053.131281
-4.213719,50,2053.185118
-6.836479,50,2053.239126
-5.516504,50,2053.292871
-2.003782,50,2053.346191
-2.236932,50,2053.400097
-1.966995,50,2053.453934
-2.193664,50,2053.507558
-4.581276,50,2053.561847
-1.913419,50,2053.615722
-4.598704,50,2053.669443
-3.072875,50,2053.723167
-4.301057,50,2053.776685
-4.121764,50,2053.830656
-5.150018,50,2053.884455
-5.080188,50,2053.938289
-5.27494,50,2053.992036
-4.284319,50,2054.046304
-6.856006,50,2054.100035
-2.743604,50,2054.154409
-4.366925,50,2054.208819
-5.162121,50,2054.263059
-7.827723,50,2054.317588
-5.052154,50,2054.37279
-2.365682,50,2054.427144
-2.720355,50,2054.480574
-10.304725,50,2054.53417
-6.61243,50,2054.587894
-2.245703,50,2054.641605
-4.202467,50,2054.695347
-4.50863,50,2054.748905
-3.286079,50,2054.802711
-5.707429,50,2054.856574
-5.808922,50,2054.91036
-3.886439,50,2054.963586
-1.957576,50,2055.01698
-4.421411,50,2055.070357
-7.484631,50,2055.124661
-6.476706,50,2055.177957
-4.255262,50,2055.231628
-5.868258,50,2056.803158
-6.218351,50,2056.857223
-3.887755,50,2056.911263
-3.779077,50,2056.964519
-4.920757,50,2057.018215
-7.648014,50,2057.071949
-4.7907,50,2057.12732
-2.414153,50,2057.180957
-4.542628,50,2057.234914
-4.160766,50,2057.289125
-4.252777,50,2057.342575
-2.590146,50,2057.396613
-6.243808,50,2057.450605
-5.500879,50,2057.504447
-5.543737,50,2057.559266
-4.754043,50,2057.613368
-4.230275,50,2057.66715
-5.142098,50,2057.720388
-6.35173,50,2057.773972
-5.20624,50,2057.828006
-2.472209,50,2057.881805
-4.096743,50,2057.935432
-2.168664,50,2057.989109
-3.954368,50,2058.042944
-5.280351,50,2058.097317
-4.090121,50,2058.152194
-4.499013,50,2058.205767
-4.967893,50,2058.259738
-3.317546,50,2058.313707
-7.756524,50,2058.36753
-4.344083,50,2058.421454
-2.444687,50,2058.476875
-4.785098,50,2058.530712
-3.577495,50,2058.584253
-7.298209,50,2058.637747
-4.951349,50,2058.691553
-4.391769,50,2058.744908
-2.388919,50,2058.798887
-3.725981,50,2058.853064
-5.862216,50,2058.906935
-4.163777,50,2058.960386
-6.722478,50,2060.532842
-2.171804,50,2060.586538
-4.311866,50,2060.640268
-9.535218,50,2060.694155
-6.387675,50,2060.747406
-4.427794,50,2060.80098
-4.484651,50,2060.854883
-4.671267,50,2060.90815
-4.960146,50,2060.96117
-9.505437,50,2061.014751
-2.257236,50,2061.0685
-4.847683,50,2061.121751
-4.557683,50,2061.176631
-2.538113,50,2061.230202
-4.476065,50,2061.283911
-4.961621,50,2061.337336
-5.237742,50,2061.3906
-2.592512,50,2061.444636
-4.376238,50,2061.498353
-6.32061,50,2061.551781
-6.138273,50,2061.605024
-5.102007,50,2061.659096
-3.824055,50,2061.712477
-2.751254,50,2061.765562
-4.35419,50,2061.819424
-3.304682,50,2061.87303
-4.493464,50,2061.92634
-4.973993,50,2061.979476
-2.57025,50,2062.032844
-3.502439,50,2062.086151
-4.783718,50,2062.13962
-2.887836,50,2062.194643
-3.565847,50,2062.248418
-4.760614,50,2062.302727
-3.718705,50,2062.356006
-5.617155,50,2062.409717
-5.665357,50,2062.46618
-2.71005,50,2062.519546
-7.484855,50,2062.572802
-2.169555,50,2062.626698
-4.394791,50,2062.679884
-5.400961,50,2064.25002
-3.926172,50,2064.304312
-5.488037,50,2064.357547
-4.479364,50,2064.411329
-4.270094,50,2064.465748
-4.06827,50,2064.519876
-5.246435,50,2064.573303
-4.211296,50,2064.627079
-4.493827,50,2064.680767
-4.320476,50,2064.733799
-4.951595,50,2064.787714
-4.482291,50,2064.841413
-4.098081,50,2064.895367
-6.758566,50,2064.948495
-7.290201,50,2065.00224
-2.984808,50,2065.055749
-4.647009,50,2065.109459
-3.34378,50,2065.164179
-6.6692,50,2065.217748
-4.054216,50,2065.27182
-5.768679,50,2065.325653
-4.070682,50,2065.379771
-4.952258,50,2065.433698
-4.143055,50,2065.487793
-2.980667,50,2065.541193
-6.769281,50,2065.59482
-2.214459,50,2065.648821
-2.576648,50,2065.70233
-4.439495,50,2065.755628
-8.509628,50,2065.809474
